lp;data;city;shop;category;product;price;quantity
7914;2017-02-23;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;7
7915;2017-02-01;Krakow;Noakes Paper Products;school equipment;sponge;4.0;126
7916;2016-03-08;Krakow;Noakes Paper Products;furniture;desk;149.99;10
7917;2014-12-21;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;122
7918;2015-10-05;Cracow;Grange Locksmiths;school and office equipment;punch;7.5;114
7919;2017-03-05;Barcelona;On Time Kitchens;school equipment;sponge;4.0;354
7920;2017-03-27;Paris;Holt Packaging;school equipment;sponge;4.0;435
7921;2015-01-11;Berlin;Billingham Workshops;school and office equipment;pen;1.49;60
7922;2016-09-24;London;Newbold Accountancy Services;furniture;swivel chair;69.0;8
7923;2015-02-21;Berlin;On Top Workshops;school and office equipment;pen;0.99;159
7924;2017-03-04;Krakow;Noakes Paper Products;school equipment;chalk;5.0;64
7925;2016-06-20;London;Newbold Accountancy Services;school equipment;sponge;4.0;57
7926;2016-05-31;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;190
7927;2015-09-14;Berlin;Quality Boiler Repairs;furniture;desk;149.99;6
7928;2017-01-28;Cracow;Sterling Cameras;school and office equipment;pen;0.99;125
7929;2014-12-07;Barcelona;On Time Kitchens;school and office equipment;pen;0.99;259
7930;2015-10-15;London;Newbold Accountancy Services;school equipment;blackboard;590.0;3
7931;2017-05-07;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;17
7932;2016-11-08;Warszawa;Salisbury Promotions;furniture;desk;149.99;4
7933;2014-10-09;Rome;Khan Cabs;furniture;desk;149.99;3
7934;2016-07-15;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;1
7935;2016-06-01;Rome;Pearce Printing;school equipment;chalk;5.0;16
7936;2017-03-06;Krakow;Grady Recycling;furniture;swivel chair;69.0;21
7937;2015-03-13;Berlin;Quality Boiler Repairs;school and office equipment;plasticine;2.99;96
7938;2015-03-03;Berlin;Quality Boiler Repairs;school equipment;chalk;5.0;51
7939;2017-02-10;Cracow;Valley Coaches;furniture;swivel chair;69.0;11
7940;2017-04-30;London;Newbold Accountancy Services;furniture;swivel chair;69.0;24
7941;2016-08-12;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;7
7942;2015-03-13;Krakow;Grady Recycling;school and office equipment;punch;7.5;184
7943;2016-08-16;Rome;Pearce Printing;furniture;swivel chair;69.0;3
7944;2016-11-09;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;1.49;130
7945;2015-12-09;London;Haddow Camping Supplies;school and office equipment;pen;0.99;146
7946;2015-07-16;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;205
7947;2017-03-29;Paris;Holt Packaging;school and office equipment;punch;7.5;13
7948;2014-12-12;Rome;Pearce Printing;school equipment;chalk;5.0;86
7949;2016-07-13;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;586
7950;2017-04-17;Krakow;Grady Recycling;school and office equipment;plasticine;2.99;377
7951;2015-08-18;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;4
7952;2017-02-11;Paris;Summit Cash & Carry;school equipment;chalk;5.0;132
7953;2014-10-25;London;Haddow Camping Supplies;school and office equipment;pen;0.99;146
7954;2015-07-10;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;39
7955;2015-07-02;London;Ashton Electronics;furniture;desk;149.99;10
7956;2015-03-04;Berlin;Pringle Cycles;school equipment;chalk;5.0;82
7957;2016-06-08;Barcelona;Rathbone Double Glazing;school and office equipment;punch;7.5;58
7958;2017-04-26;Krakow;Jeffries Logistics;school equipment;sponge;4.0;211
7959;2017-01-29;Paris;Holt Packaging;school and office equipment;pen;0.99;387
7960;2015-03-18;Rome;Khan Cabs;school equipment;blackboard;590.0;1
7961;2014-10-27;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;3
7962;2015-06-19;London;Ashton Electronics;school and office equipment;pen;0.99;161
7963;2015-06-25;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;38
7964;2015-06-26;Berlin;Pringle Cycles;school equipment;blackboard;590.0;1
7965;2016-03-27;Rome;Khan Cabs;school equipment;sponge;4.0;74
7966;2015-03-21;Cracow;Richards Textiles;school equipment;sponge;4.0;221
7967;2014-12-18;Berlin;Billingham Workshops;school and office equipment;punch;7.5;11
7968;2017-04-20;Berlin;On Top Workshops;school and office equipment;pen;0.99;118
7969;2015-07-06;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;10
7970;2015-10-15;London;Haddow Camping Supplies;school and office equipment;pen;0.99;194
7971;2015-07-18;Barcelona;On Time Kitchens;school and office equipment;pen;1.49;182
7972;2016-11-07;Berlin;On Top Workshops;school equipment;chalk;5.0;81
7973;2016-05-13;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;2
7974;2015-06-17;Berlin;Quality Boiler Repairs;school and office equipment;pen;1.49;66
7975;2015-12-01;Paris;Holt Packaging;furniture;desk;149.99;16
7976;2015-11-09;Warszawa;Salisbury Promotions;furniture;desk;149.99;22
7977;2015-07-19;London;Newbold Accountancy Services;furniture;desk;149.99;1
7978;2014-12-12;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;1
7979;2016-02-07;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;6
7980;2016-04-11;Rome;Pearce Printing;school equipment;chalk;5.0;77
7981;2016-10-08;Krakow;Noakes Paper Products;school and office equipment;plasticine;2.99;112
7982;2016-11-22;Berlin;Pringle Cycles;furniture;swivel chair;69.0;10
7983;2015-05-28;Cracow;Valley Coaches;school and office equipment;punch;7.5;131
7984;2016-02-21;Paris;Summit Cash & Carry;furniture;desk;149.99;10
7985;2015-03-07;Cracow;Grange Locksmiths;furniture;desk;149.99;4
7986;2016-02-28;Krakow;Grady Recycling;school and office equipment;punch;7.5;77
7987;2015-11-22;Cracow;Valley Coaches;furniture;desk;149.99;1
7988;2014-11-28;Krakow;Grady Recycling;furniture;swivel chair;69.0;11
7989;2017-01-19;London;Newbold Accountancy Services;furniture;swivel chair;69.0;14
7990;2017-02-05;London;Newbold Accountancy Services;school and office equipment;pen;1.49;159
7991;2016-03-14;Cracow;Richards Textiles;furniture;desk;149.99;2
7992;2016-06-11;Cracow;Valley Coaches;school equipment;blackboard;590.0;1
7993;2016-12-26;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;2
7994;2017-01-22;Paris;Wright Sporting Goods;school equipment;sponge;4.0;143
7995;2017-04-18;Paris;Summit Cash & Carry;school equipment;chalk;5.0;273
7996;2016-12-27;Krakow;Noakes Paper Products;school equipment;sponge;4.0;315
7997;2015-08-02;Rome;Pearce Printing;school and office equipment;pen;1.49;47
7998;2016-08-06;Barcelona;Super Memorabilia;furniture;desk;149.99;1
7999;2014-11-15;London;Newbold Accountancy Services;furniture;swivel chair;69.0;7
8000;2015-08-17;London;Ashton Electronics;school equipment;blackboard;590.0;2
8001;2014-12-08;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;168
8002;2015-10-28;London;Newbold Accountancy Services;furniture;desk;149.99;8
8003;2017-02-20;Krakow;Jeffries Logistics;school equipment;sponge;4.0;225
8004;2016-01-21;Warszawa;North Point Services;school equipment;blackboard;590.0;1
8005;2016-10-29;Rome;Pearce Printing;furniture;desk;149.99;3
8006;2016-12-28;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;6
8007;2016-04-29;Warszawa;North Point Services;school equipment;chalk;5.0;224
8008;2016-02-27;Barcelona;Rathbone Double Glazing;furniture;desk;149.99;16
8009;2017-04-16;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;30
8010;2016-02-07;Berlin;Billingham Workshops;school equipment;sponge;4.0;134
8011;2014-11-06;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;4
8012;2016-05-30;Barcelona;On Time Kitchens;school and office equipment;plasticine;2.99;230
8013;2015-09-09;Cracow;Grange Locksmiths;school and office equipment;punch;7.5;16
8014;2016-12-16;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;1
8015;2014-12-07;Berlin;On Top Workshops;school and office equipment;pen;1.49;26
8016;2015-02-25;Warszawa;North Point Services;furniture;swivel chair;69.0;40
8017;2015-12-08;Berlin;Billingham Workshops;school equipment;sponge;4.0;13
8018;2015-10-27;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;2
8019;2015-09-24;Rome;Khan Cabs;furniture;desk;149.99;1
8020;2016-12-14;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;1
8021;2015-12-30;Berlin;On Top Workshops;furniture;desk;149.99;2
8022;2016-08-20;Cracow;Grange Locksmiths;furniture;desk;149.99;10
8023;2015-05-22;Paris;Summit Cash & Carry;school and office equipment;punch;7.5;225
8024;2015-10-23;Paris;Wright Sporting Goods;school and office equipment;plasticine;2.99;231
8025;2015-03-06;Rome;Khan Cabs;furniture;desk;149.99;2
8026;2017-01-12;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;23
8027;2016-03-09;Berlin;Quality Boiler Repairs;school equipment;blackboard;590.0;2
8028;2016-01-22;Paris;Holt Packaging;school and office equipment;punch;7.5;232
8029;2015-04-19;Rome;Pearce Printing;furniture;desk;149.99;3
8030;2016-12-22;Berlin;Billingham Workshops;furniture;swivel chair;69.0;8
8031;2016-09-05;London;Newbold Accountancy Services;furniture;desk;149.99;12
8032;2015-03-09;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;321
8033;2016-10-15;Paris;Wright Sporting Goods;school and office equipment;pen;1.49;2
8034;2015-11-24;Rome;Pearce Printing;furniture;desk;149.99;3
8035;2015-05-22;Paris;Summit Cash & Carry;school and office equipment;punch;7.5;135
8036;2017-01-27;Rome;Khan Cabs;furniture;swivel chair;69.0;2
8037;2016-06-15;Berlin;Pringle Cycles;school and office equipment;pen;1.49;125
8038;2016-12-17;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;14
8039;2016-02-08;Rome;Khan Cabs;school equipment;blackboard;590.0;1
8040;2016-04-26;Rome;Khan Cabs;school equipment;chalk;5.0;81
8041;2014-11-03;Cracow;Grange Locksmiths;school equipment;sponge;4.0;25
8042;2015-10-01;Warszawa;Salisbury Promotions;school equipment;blackboard;590.0;5
8043;2015-11-13;London;Ashton Electronics;furniture;swivel chair;69.0;15
8044;2016-01-20;Rome;Pearce Printing;school and office equipment;punch;7.5;23
8045;2017-03-06;Rome;Pearce Printing;school and office equipment;pen;1.49;14
8046;2017-04-19;Barcelona;Riverside Off Road Vehicles;furniture;desk;149.99;12
8047;2016-01-30;Krakow;Grady Recycling;school and office equipment;plasticine;2.99;246
8048;2014-10-22;Berlin;On Top Workshops;furniture;desk;149.99;3
8049;2014-11-05;Cracow;Richards Textiles;school and office equipment;punch;7.5;47
8050;2016-07-13;Paris;Holt Packaging;furniture;swivel chair;69.0;14
8051;2014-12-11;Paris;Holt Packaging;school equipment;chalk;5.0;123
8052;2014-12-27;London;Ashton Electronics;school equipment;sponge;4.0;78
8053;2016-12-04;Cracow;Valley Coaches;school equipment;sponge;4.0;132
8054;2015-12-11;Berlin;On Top Workshops;school and office equipment;pen;1.49;32
8055;2016-10-17;Krakow;Grady Recycling;school equipment;sponge;4.0;61
8056;2015-03-11;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;80
8057;2014-11-25;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;3
8058;2014-10-14;Krakow;Jeffries Logistics;furniture;desk;149.99;15
8059;2015-08-08;Rome;Khan Cabs;furniture;swivel chair;69.0;3
8060;2015-05-26;London;Ashton Electronics;furniture;desk;149.99;8
8061;2015-08-17;Berlin;Quality Boiler Repairs;school equipment;sponge;4.0;46
8062;2015-09-12;London;Newbold Accountancy Services;furniture;desk;149.99;7
8063;2015-01-07;Paris;Wright Sporting Goods;school and office equipment;pen;1.49;347
8064;2015-03-04;Warszawa;North Point Services;furniture;swivel chair;69.0;2
8065;2017-04-22;Paris;Summit Cash & Carry;school equipment;sponge;4.0;320
8066;2016-08-12;London;Ashton Electronics;school and office equipment;pen;1.49;81
8067;2016-09-18;Paris;Wright Sporting Goods;school equipment;blackboard;590.0;5
8068;2016-01-01;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;8
8069;2017-04-18;Barcelona;Rathbone Double Glazing;school and office equipment;pen;1.49;93
8070;2015-08-15;Cracow;Sterling Cameras;school and office equipment;plasticine;2.99;148
8071;2015-10-12;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;11
8072;2015-09-27;Paris;Wright Sporting Goods;school and office equipment;punch;7.5;1
8073;2015-08-21;Cracow;Sterling Cameras;furniture;swivel chair;69.0;15
8074;2015-02-18;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;11
8075;2015-01-14;Rome;Pearce Printing;furniture;desk;149.99;3
8076;2015-01-08;Cracow;Valley Coaches;school equipment;chalk;5.0;139
8077;2014-12-22;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;29
8078;2016-01-22;Berlin;Pringle Cycles;school and office equipment;pen;1.49;22
8079;2015-03-05;London;Ashton Electronics;furniture;desk;149.99;12
8080;2017-04-02;London;Ashton Electronics;school equipment;sponge;4.0;244
8081;2016-05-14;Barcelona;Super Memorabilia;school equipment;chalk;5.0;50
8082;2016-05-18;Rome;Khan Cabs;school and office equipment;punch;7.5;12
8083;2014-11-28;Berlin;Billingham Workshops;school and office equipment;pen;1.49;91
8084;2017-01-14;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;37
8085;2016-02-04;Rome;Pearce Printing;school equipment;sponge;4.0;51
8086;2015-05-29;Paris;Holt Packaging;school and office equipment;pen;0.99;352
8087;2015-10-27;London;Ashton Electronics;furniture;swivel chair;69.0;19
8088;2016-10-16;Paris;Holt Packaging;school equipment;sponge;4.0;159
8089;2015-01-20;Cracow;Sterling Cameras;school and office equipment;plasticine;2.99;144
8090;2017-03-10;Paris;Wright Sporting Goods;school equipment;chalk;5.0;152
8091;2016-07-28;Warszawa;Salisbury Promotions;school and office equipment;plasticine;2.99;550
8092;2016-09-27;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;183
8093;2016-12-11;Cracow;Valley Coaches;furniture;swivel chair;69.0;10
8094;2016-11-04;Krakow;Grady Recycling;school and office equipment;pen;0.99;246
8095;2015-11-11;Cracow;Sterling Cameras;school and office equipment;pen;1.49;156
8096;2016-04-18;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;40
8097;2015-02-11;Rome;Khan Cabs;school equipment;blackboard;590.0;1
8098;2015-06-02;Krakow;Grady Recycling;school equipment;sponge;4.0;327
8099;2016-02-09;Berlin;Billingham Workshops;furniture;desk;149.99;5
8100;2016-10-04;Cracow;Sterling Cameras;school and office equipment;pen;1.49;53
8101;2016-04-11;Warszawa;North Point Services;furniture;swivel chair;69.0;24
8102;2015-09-13;Barcelona;Super Memorabilia;furniture;desk;149.99;9
8103;2016-07-17;London;Ashton Electronics;school equipment;blackboard;590.0;2
8104;2015-08-16;Rome;Khan Cabs;school and office equipment;punch;7.5;32
8105;2016-08-02;Berlin;Quality Boiler Repairs;school and office equipment;plasticine;2.99;161
8106;2015-02-01;Rome;Pearce Printing;furniture;desk;149.99;2
8107;2016-12-09;Paris;Wright Sporting Goods;school and office equipment;pen;0.99;220
8108;2016-06-02;Paris;Holt Packaging;school equipment;chalk;5.0;68
8109;2015-09-04;Rome;Khan Cabs;school equipment;blackboard;590.0;1
8110;2016-07-09;Rome;Khan Cabs;furniture;desk;149.99;2
8111;2015-07-13;Barcelona;Riverside Off Road Vehicles;school equipment;sponge;4.0;106
8112;2015-05-09;Barcelona;On Time Kitchens;furniture;desk;149.99;3
8113;2017-03-06;Paris;Summit Cash & Carry;school and office equipment;pen;0.99;184
8114;2016-06-03;Cracow;Valley Coaches;furniture;desk;149.99;10
8115;2014-12-25;Berlin;Pringle Cycles;school and office equipment;pen;0.99;62
8116;2015-07-25;Warszawa;North Point Services;furniture;desk;149.99;17
8117;2016-03-21;Cracow;Valley Coaches;school equipment;sponge;4.0;272
8118;2015-02-19;London;Newbold Accountancy Services;school and office equipment;punch;7.5;16
8119;2017-02-16;Warszawa;North Point Services;furniture;desk;149.99;15
8120;2016-09-19;Krakow;Jeffries Logistics;school and office equipment;pen;0.99;241
8121;2016-02-04;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;0.99;59
8122;2015-03-08;Berlin;Quality Boiler Repairs;school and office equipment;pen;0.99;153
8123;2016-09-12;Cracow;Sterling Cameras;furniture;swivel chair;69.0;14
8124;2016-10-17;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;15
8125;2016-05-17;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;15
8126;2016-11-03;Krakow;Jeffries Logistics;school equipment;sponge;4.0;136
8127;2017-04-11;Rome;Khan Cabs;school equipment;sponge;4.0;68
8128;2015-11-26;Paris;Holt Packaging;furniture;desk;149.99;19
8129;2016-07-10;Rome;Pearce Printing;school and office equipment;punch;7.5;27
8130;2016-01-27;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;3
8131;2016-03-31;Krakow;Grady Recycling;furniture;swivel chair;69.0;12
8132;2014-10-20;Paris;Holt Packaging;school and office equipment;plasticine;2.99;493
8133;2015-12-05;Berlin;Quality Boiler Repairs;school and office equipment;pen;1.49;90
8134;2016-07-29;Cracow;Valley Coaches;school equipment;blackboard;590.0;2
8135;2015-11-26;Rome;Khan Cabs;furniture;swivel chair;69.0;8
8136;2016-12-24;Berlin;On Top Workshops;furniture;desk;149.99;2
8137;2016-09-10;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;194
8138;2016-09-09;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;3
8139;2014-11-10;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;6
8140;2016-12-06;Krakow;Noakes Paper Products;school equipment;sponge;4.0;195
8141;2015-02-03;Barcelona;On Time Kitchens;furniture;desk;149.99;8
8142;2015-04-27;Cracow;Sterling Cameras;school equipment;sponge;4.0;280
8143;2015-04-13;Berlin;On Top Workshops;school and office equipment;plasticine;2.99;4
8144;2016-08-22;Krakow;Noakes Paper Products;school and office equipment;punch;7.5;161
8145;2016-12-17;London;Newbold Accountancy Services;school equipment;blackboard;590.0;3
